image,final
dataset/train\NATURAL\337.png,NATURAL
dataset/train\NATURAL\338.png,NATURAL
dataset/train\NATURAL\339.png,NATURAL
dataset/train\NATURAL\340.png,NATURAL
dataset/train\NATURAL\341.png,NATURAL
dataset/train\NATURAL\342.png,NATURAL
dataset/train\NATURAL\343.png,NATURAL
dataset/train\NATURAL\344.png,NATURAL
dataset/train\NATURAL\345.png,NATURAL
dataset/train\NATURAL\346.png,NATURAL
dataset/train\NATURAL\347.png,NATURAL
dataset/train\NATURAL\348.png,NATURAL
dataset/train\NATURAL\349.png,NATURAL
dataset/train\NATURAL\350.png,NATURAL
dataset/train\NATURAL\351.png,NATURAL
dataset/train\NATURAL\352.png,NATURAL
dataset/train\NATURAL\353.png,NATURAL
dataset/train\NATURAL\354.png,NATURAL
dataset/train\NATURAL\355.png,NATURAL
dataset/train\NATURAL\356.png,NATURAL
dataset/train\NATURAL\357.png,NATURAL
dataset/train\NATURAL\358.png,NATURAL
dataset/train\NATURAL\359.png,NATURAL
dataset/train\NATURAL\360.png,NATURAL
dataset/train\NATURAL\361.png,NATURAL
dataset/train\NATURAL\362.png,NATURAL
dataset/train\NATURAL\363.png,NATURAL
dataset/train\NATURAL\364.png,NATURAL
dataset/train\NATURAL\365.png,NATURAL
dataset/train\NATURAL\366.png,NATURAL
dataset/train\NATURAL\367.png,NATURAL
dataset/train\NATURAL\368.png,NATURAL
dataset/train\NATURAL\369.png,NATURAL
dataset/train\NATURAL\370.png,NATURAL
dataset/train\NATURAL\371.jpg_0.png,NATURAL
dataset/train\NATURAL\371.png,NATURAL
dataset/train\NATURAL\372.jpg_0.png,NATURAL
dataset/train\NATURAL\372.png,NATURAL
dataset/train\NATURAL\373.jpg_0.png,NATURAL
dataset/train\NATURAL\373.png,NATURAL
dataset/train\NATURAL\374.png,NATURAL
dataset/train\NATURAL\375.jpg_0.png,NATURAL
dataset/train\NATURAL\375.png,NATURAL
dataset/train\NATURAL\376.png,NATURAL
dataset/train\NATURAL\377.png,NATURAL
dataset/train\NATURAL\378.jpg_0.png,NATURAL
dataset/train\NATURAL\378.png,NATURAL
dataset/train\NATURAL\379.jpg_0.png,NATURAL
dataset/train\NATURAL\379.png,NATURAL
dataset/train\NATURAL\380.jpg_0.png,NATURAL
dataset/train\NATURAL\380.png,NATURAL
dataset/train\NATURAL\381.png,NATURAL
dataset/train\NATURAL\382.png,NATURAL
dataset/train\NATURAL\383.png,NATURAL
dataset/train\NATURAL\384.png,NATURAL
dataset/train\NATURAL\385.png,NATURAL
dataset/train\NATURAL\386.png,NATURAL
dataset/train\NATURAL\387.png,NATURAL
dataset/train\NATURAL\388.png,NATURAL
dataset/train\NATURAL\389.png,NATURAL
dataset/train\NATURAL\390.png,NATURAL
dataset/train\NATURAL\391.png,NATURAL
dataset/train\NATURAL\392.png,NATURAL
dataset/train\NATURAL\393.png,NATURAL
dataset/train\NATURAL\394.png,NATURAL
dataset/train\NATURAL\395.png,NATURAL
dataset/train\NATURAL\396.png,NATURAL
dataset/train\NATURAL\397.png,NATURAL
dataset/train\NATURAL\398.png,NATURAL
dataset/train\NATURAL\399.png,NATURAL
dataset/train\NATURAL\400.png,NATURAL
dataset/train\NATURAL\401.png,NATURAL
dataset/train\NATURAL\402.png,NATURAL
dataset/train\NATURAL\403.png,NATURAL
dataset/train\NATURAL\404.png,NATURAL
dataset/train\NATURAL\405.png,NATURAL
dataset/train\NATURAL\406.png,NATURAL
dataset/train\NATURAL\407.png,NATURAL
dataset/train\NATURAL\408.png,NATURAL
dataset/train\NATURAL\409.png,NATURAL
dataset/train\NATURAL\410.png,NATURAL
dataset/train\NATURAL\411.jpg_0.png,NATURAL
dataset/train\NATURAL\411.png,NATURAL
dataset/train\NATURAL\412.jpg_0.png,NATURAL
dataset/train\NATURAL\412.png,NATURAL
dataset/train\NATURAL\413.png,NATURAL
dataset/train\NATURAL\414.png,NATURAL
dataset/train\NATURAL\415.png,NATURAL
dataset/train\NATURAL\416.jpg_0.png,NATURAL
dataset/train\NATURAL\416.png,NATURAL
dataset/train\NATURAL\417.jpg_0.png,NATURAL
dataset/train\NATURAL\417.png,NATURAL
dataset/train\NATURAL\418.png,NATURAL
dataset/train\NATURAL\419.png,NATURAL
dataset/train\NATURAL\420.jpg_0.png,NATURAL
dataset/train\NATURAL\420.png,NATURAL
dataset/train\NATURAL\421.png,NATURAL
dataset/train\NATURAL\422.png,NATURAL
dataset/train\NATURAL\423.png,NATURAL
dataset/train\NATURAL\424.png,NATURAL
dataset/train\NATURAL\425.png,NATURAL
dataset/train\NATURAL\426.png,NATURAL
dataset/train\NATURAL\427.png,NATURAL
dataset/train\NATURAL\428.png,NATURAL
dataset/train\NATURAL\429.png,NATURAL
dataset/train\NATURAL\430.png,NATURAL
dataset/train\NATURAL\431.jpg_0.png,NATURAL
dataset/train\NATURAL\431.png,NATURAL
dataset/train\NATURAL\432.jpg_0.png,NATURAL
dataset/train\NATURAL\432.png,NATURAL
dataset/train\NATURAL\433.jpg_0.png,NATURAL
dataset/train\NATURAL\433.png,NATURAL
dataset/train\NATURAL\434.png,NATURAL
dataset/train\NATURAL\435.jpg_0.png,NATURAL
dataset/train\NATURAL\435.png,NATURAL
dataset/train\NATURAL\436.jpg_0.png,NATURAL
dataset/train\NATURAL\436.png,NATURAL
dataset/train\NATURAL\437.jpg_0.png,NATURAL
dataset/train\NATURAL\437.png,NATURAL
dataset/train\NATURAL\438.png,NATURAL
dataset/train\NATURAL\439.jpg_0.png,NATURAL
dataset/train\NATURAL\439.png,NATURAL
dataset/train\NATURAL\440.png,NATURAL
dataset/train\NATURAL\441.png,NATURAL
dataset/train\NATURAL\442.png,NATURAL
dataset/train\NATURAL\443.jpg_0.png,NATURAL
dataset/train\NATURAL\443.png,NATURAL
dataset/train\NATURAL\444.png,NATURAL
dataset/train\NATURAL\445.jpg_0.png,NATURAL
dataset/train\NATURAL\445.png,NATURAL
dataset/train\NATURAL\446.jpg_0.png,NATURAL
dataset/train\NATURAL\446.png,NATURAL
dataset/train\NATURAL\447.jpg_0.png,NATURAL
dataset/train\NATURAL\447.png,NATURAL
dataset/train\NATURAL\448.jpg_0.png,NATURAL
dataset/train\NATURAL\448.png,NATURAL
dataset/train\NATURAL\449.jpg_0.png,NATURAL
dataset/train\NATURAL\449.png,NATURAL
dataset/train\NATURAL\450.jpg_0.png,NATURAL
dataset/train\NATURAL\459.png,NATURAL
dataset/train\NATURAL\460.png,NATURAL
dataset/train\NATURAL\466.jpg_0.png,NATURAL
dataset/train\NATURAL\466.png,NATURAL
dataset/train\NATURAL\467.jpg_0.png,NATURAL
dataset/train\NATURAL\467.png,NATURAL
dataset/train\NATURAL\469.jpg_0.png,NATURAL
dataset/train\NATURAL\470.png,NATURAL
dataset/train\NATURAL\480.png,NATURAL
dataset/train\NATURAL\481.jpg_0.png,NATURAL
dataset/train\NATURAL\481.png,NATURAL
dataset/train\NATURAL\482.jpg_0.png,NATURAL
dataset/train\NATURAL\483.jpg_0.png,NATURAL
dataset/train\NATURAL\488.jpg_0.png,NATURAL
dataset/train\NATURAL\490.jpg_0.png,NATURAL
dataset/train\NATURAL\492.png,NATURAL
dataset/train\NATURAL\499.png,NATURAL
dataset/train\NATURAL\500.png,NATURAL
dataset/train\NATURAL\501.jpg_0.png,NATURAL
dataset/train\NATURAL\501.png,NATURAL
dataset/train\NATURAL\502.jpg_0.png,NATURAL
dataset/train\NATURAL\502.png,NATURAL
dataset/train\NATURAL\504.png,NATURAL
dataset/train\NATURAL\505.jpg_0.png,NATURAL
dataset/train\NATURAL\505.png,NATURAL
dataset/train\NATURAL\507.jpg_0.png,NATURAL
dataset/train\NATURAL\507.png,NATURAL
dataset/train\NATURAL\508.png,NATURAL
dataset/train\NATURAL\509.jpg_0.png,NATURAL
dataset/train\NATURAL\509.png,NATURAL
dataset/train\NATURAL\510.png,NATURAL
dataset/train\NATURAL\511.png,NATURAL
dataset/train\NATURAL\512.png,NATURAL
dataset/train\NATURAL\513.png,NATURAL
dataset/train\NATURAL\514.png,NATURAL
dataset/train\NATURAL\515.png,NATURAL
dataset/train\NATURAL\516.png,NATURAL
dataset/train\NATURAL\517.png,NATURAL
dataset/train\NATURAL\519.png,NATURAL
dataset/train\NATURAL\520.png,NATURAL
dataset/train\NATURAL\521.jpg_0.png,NATURAL
dataset/train\NATURAL\521.png,NATURAL
dataset/train\NATURAL\522.jpg_0.png,NATURAL
dataset/train\NATURAL\522.png,NATURAL
dataset/train\NATURAL\523.png,NATURAL
dataset/train\NATURAL\524.png,NATURAL
dataset/train\NATURAL\525.jpg_0.png,NATURAL
dataset/train\NATURAL\525.png,NATURAL
dataset/train\NATURAL\526.png,NATURAL
dataset/train\NATURAL\527.png,NATURAL
dataset/train\NATURAL\528.jpg_0.png,NATURAL
dataset/train\NATURAL\528.png,NATURAL
dataset/train\NATURAL\529.jpg_0.png,NATURAL
dataset/train\NATURAL\529.png,NATURAL
dataset/train\NATURAL\531.png,NATURAL
dataset/train\NATURAL\532.png,NATURAL
dataset/train\NATURAL\533.png,NATURAL
dataset/train\NATURAL\534.png,NATURAL
dataset/train\NATURAL\535.png,NATURAL
dataset/train\NATURAL\536.png,NATURAL
dataset/train\NATURAL\537.png,NATURAL
dataset/train\NATURAL\538.png,NATURAL
dataset/train\NATURAL\539.png,NATURAL
dataset/train\NATURAL\540.png,NATURAL
dataset/train\NATURAL\541.png,NATURAL
dataset/train\NATURAL\542.jpg_0.png,NATURAL
dataset/train\NATURAL\543.jpg_0.png,NATURAL
dataset/train\NATURAL\543.png,NATURAL
dataset/train\NATURAL\544.png,NATURAL
dataset/train\NATURAL\545.png,NATURAL
dataset/train\NATURAL\546.jpg_0.png,NATURAL
dataset/train\NATURAL\546.png,NATURAL
dataset/train\NATURAL\547.jpg_0.png,NATURAL
dataset/train\NATURAL\547.png,NATURAL
dataset/train\NATURAL\548.png,NATURAL
dataset/train\NATURAL\549.png,NATURAL
dataset/train\NATURAL\550.png,NATURAL
dataset/train\NATURAL\551.png,NATURAL
dataset/train\NATURAL\552.jpg_0.png,NATURAL
dataset/train\NATURAL\552.png,NATURAL
dataset/train\NATURAL\553.png,NATURAL
dataset/train\NATURAL\554.png,NATURAL
dataset/train\NATURAL\556.png,NATURAL
dataset/train\NATURAL\557.jpg_0.png,NATURAL
dataset/train\NATURAL\557.png,NATURAL
dataset/train\NATURAL\558.jpg_0.png,NATURAL
dataset/train\NATURAL\558.png,NATURAL
dataset/train\NATURAL\559.png,NATURAL
dataset/train\NATURAL\560.jpg_0.png,NATURAL
dataset/train\NATURAL\560.png,NATURAL
dataset/train\NATURAL\561.png,NATURAL
dataset/train\NATURAL\562.png,NATURAL
dataset/train\NATURAL\563.png,NATURAL
dataset/train\NATURAL\564.png,NATURAL
dataset/train\NATURAL\565.png,NATURAL
dataset/train\NATURAL\566.png,NATURAL
dataset/train\NATURAL\567.png,NATURAL
dataset/train\NATURAL\568.png,NATURAL
dataset/train\NATURAL\569.png,NATURAL
dataset/train\NATURAL\570.png,NATURAL
dataset/train\NATURAL\571.jpg_0.png,NATURAL
dataset/train\NATURAL\571.png,NATURAL
dataset/train\NATURAL\572.jpg_0.png,NATURAL
dataset/train\NATURAL\572.png,NATURAL
dataset/train\NATURAL\573.jpg_0.png,NATURAL
dataset/train\NATURAL\573.png,NATURAL
dataset/train\NATURAL\574.png,NATURAL
dataset/train\NATURAL\575.png,NATURAL
dataset/train\NATURAL\576.png,NATURAL
dataset/train\NATURAL\577.png,NATURAL
dataset/train\NATURAL\578.jpg_0.png,NATURAL
dataset/train\NATURAL\578.png,NATURAL
dataset/train\NATURAL\579.jpg_0.png,NATURAL
dataset/train\NATURAL\580.jpg_0.png,NATURAL
dataset/train\NATURAL\580.png,NATURAL
dataset/train\NATURAL\581.png,NATURAL
dataset/train\NATURAL\582.png,NATURAL
dataset/train\NATURAL\583.png,NATURAL
dataset/train\NATURAL\584.png,NATURAL
dataset/train\NATURAL\585.png,NATURAL
dataset/train\NATURAL\586.png,NATURAL
dataset/train\NATURAL\587.png,NATURAL
dataset/train\NATURAL\588.png,NATURAL
dataset/train\NATURAL\589.png,NATURAL
dataset/train\NATURAL\590.png,NATURAL
dataset/train\NATURAL\592.png,NATURAL
dataset/train\NATURAL\593.png,NATURAL
dataset/train\NATURAL\594.png,NATURAL
dataset/train\NATURAL\595.png,NATURAL
dataset/train\NATURAL\596.png,NATURAL
dataset/train\NATURAL\597.png,NATURAL
dataset/train\NATURAL\598.png,NATURAL
dataset/train\NATURAL\599.png,NATURAL
dataset/train\NATURAL\600.png,NATURAL
dataset/train\NATURAL\601.jpg_0.png,NATURAL
dataset/train\NATURAL\601.png,NATURAL
dataset/train\NATURAL\602.jpg_0.png,NATURAL
dataset/train\NATURAL\602.png,NATURAL
dataset/train\NATURAL\603.png,NATURAL
dataset/train\NATURAL\605.png,NATURAL
dataset/train\NATURAL\606.jpg_0.png,NATURAL
dataset/train\NATURAL\606.png,NATURAL
dataset/train\NATURAL\607.jpg_0.png,NATURAL
dataset/train\NATURAL\607.png,NATURAL
dataset/train\NATURAL\608.png,NATURAL
dataset/train\NATURAL\609.png,NATURAL
dataset/train\NATURAL\610.png,NATURAL
dataset/train\NATURAL\613.jpg_0.png,NATURAL
dataset/train\NATURAL\615.jpg_0.png,NATURAL
dataset/train\NATURAL\615.png,NATURAL
dataset/train\NATURAL\617.jpg_0.png,NATURAL
dataset/train\NATURAL\618.jpg_0.png,NATURAL
dataset/train\NATURAL\619.jpg_0.png,NATURAL
dataset/train\NATURAL\623.jpg_0.png,NATURAL
dataset/train\NATURAL\626.png,NATURAL
dataset/train\NATURAL\630.png,NATURAL
dataset/train\NATURAL\635.jpg_0.png,NATURAL
dataset/train\NATURAL\637.png,NATURAL
dataset/train\NATURAL\638.jpg_0.png,NATURAL
dataset/train\NATURAL\639.jpg_0.png,NATURAL
dataset/train\NATURAL\640.jpg_0.png,NATURAL
dataset/train\NATURAL\641.jpg_0.png,NATURAL
dataset/train\NATURAL\645.jpg_0.png,NATURAL
dataset/train\NATURAL\647.jpg_0.png,NATURAL
dataset/train\NATURAL\648.jpg_0.png,NATURAL
dataset/train\NATURAL\648.png,NATURAL
dataset/train\NATURAL\652.jpg_0.png,NATURAL
dataset/train\NATURAL\654.png,NATURAL
dataset/train\NATURAL\657.jpg_0.png,NATURAL
dataset/train\NATURAL\658.jpg_0.png,NATURAL
dataset/train\NATURAL\659.jpg_0.png,NATURAL
dataset/train\NATURAL\659.png,NATURAL
dataset/train\NATURAL\667.png,NATURAL
dataset/train\NATURAL\668.png,NATURAL
dataset/train\NATURAL\669.png,NATURAL
dataset/train\NATURAL\670.png,NATURAL
dataset/train\NATURAL\671.png,NATURAL
dataset/train\NATURAL\673.png,NATURAL
dataset/train\NATURAL\674.png,NATURAL
dataset/train\NATURAL\675.png,NATURAL
dataset/train\NATURAL\676.png,NATURAL
dataset/train\NATURAL\677.png,NATURAL
dataset/train\NATURAL\678.png,NATURAL
dataset/train\NATURAL\679.png,NATURAL
dataset/train\NATURAL\680.png,NATURAL
dataset/train\NATURAL\681.jpg_0.png,NATURAL
dataset/train\NATURAL\681.png,NATURAL
dataset/train\NATURAL\682.jpg_0.png,NATURAL
dataset/train\NATURAL\682.png,NATURAL
dataset/train\NATURAL\683.jpg_0.png,NATURAL
dataset/train\NATURAL\684.png,NATURAL
dataset/train\NATURAL\685.png,NATURAL
dataset/train\NATURAL\686.png,NATURAL
dataset/train\NATURAL\688.png,NATURAL
dataset/train\NATURAL\689.jpg_0.png,NATURAL
dataset/train\NATURAL\689.png,NATURAL
dataset/train\NATURAL\690.png,NATURAL
dataset/train\NATURAL\691.png,NATURAL
dataset/train\NATURAL\692.png,NATURAL
dataset/train\NATURAL\693.png,NATURAL
dataset/train\NATURAL\694.png,NATURAL
dataset/train\NATURAL\695.png,NATURAL
dataset/train\NATURAL\696.png,NATURAL
dataset/train\NATURAL\697.png,NATURAL
dataset/train\NATURAL\698.png,NATURAL
dataset/train\NATURAL\699.png,NATURAL
dataset/train\NATURAL\700.png,NATURAL
dataset/train\NATURAL\701.jpg_0.png,NATURAL
dataset/train\NATURAL\701.png,NATURAL
dataset/train\NATURAL\702.png,NATURAL
dataset/train\NATURAL\703.jpg_0.png,NATURAL
dataset/train\NATURAL\703.png,NATURAL
dataset/train\NATURAL\704.png,NATURAL
dataset/train\NATURAL\705.png,NATURAL
dataset/train\NATURAL\706.png,NATURAL
dataset/train\NATURAL\707.png,NATURAL
dataset/train\NATURAL\708.png,NATURAL
dataset/train\NATURAL\709.png,NATURAL
dataset/train\NATURAL\710.png,NATURAL
dataset/train\NATURAL\711.png,NATURAL
dataset/train\NATURAL\712.png,NATURAL
dataset/train\NATURAL\713.png,NATURAL
dataset/train\NATURAL\714.png,NATURAL
dataset/train\NATURAL\715.png,NATURAL
dataset/train\NATURAL\716.png,NATURAL
dataset/train\NATURAL\717.png,NATURAL
dataset/train\NATURAL\718.png,NATURAL
dataset/train\NATURAL\719.png,NATURAL
dataset/train\NATURAL\720.png,NATURAL
dataset/train\NATURAL\721.png,NATURAL
dataset/train\NATURAL\722.png,NATURAL
dataset/train\NATURAL\723.png,NATURAL
dataset/train\NATURAL\724.png,NATURAL
dataset/train\NATURAL\725.jpg_0.png,NATURAL
dataset/train\NATURAL\725.png,NATURAL
dataset/train\NATURAL\726.jpg_0.png,NATURAL
dataset/train\NATURAL\726.png,NATURAL
dataset/train\NATURAL\727.png,NATURAL
dataset/train\NATURAL\728.png,NATURAL
dataset/train\NATURAL\729.jpg_0.png,NATURAL
dataset/train\NATURAL\729.png,NATURAL
dataset/train\NATURAL\730.png,NATURAL
dataset/train\NATURAL\731.png,NATURAL
dataset/train\NATURAL\732.png,NATURAL
dataset/train\NATURAL\733.jpg_0.png,NATURAL
dataset/train\NATURAL\733.png,NATURAL
dataset/train\NATURAL\734.png,NATURAL
dataset/train\NATURAL\735.png,NATURAL
dataset/train\NATURAL\736.png,NATURAL
dataset/train\NATURAL\737.png,NATURAL
dataset/train\NATURAL\738.png,NATURAL
dataset/train\NATURAL\739.png,NATURAL
dataset/train\NATURAL\740.png,NATURAL
dataset/train\NATURAL\742.png,NATURAL
dataset/train\NATURAL\743.png,NATURAL
dataset/train\NATURAL\744.png,NATURAL
dataset/train\NATURAL\745.png,NATURAL
dataset/train\NATURAL\746.png,NATURAL
dataset/train\NATURAL\748.png,NATURAL
dataset/train\NATURAL\749.png,NATURAL
dataset/train\NATURAL\750.png,NATURAL
dataset/train\NATURAL\751.png,NATURAL
dataset/train\NATURAL\752.png,NATURAL
dataset/train\NATURAL\753.png,NATURAL
dataset/train\NATURAL\754.png,NATURAL
dataset/train\NATURAL\755.png,NATURAL
dataset/train\NATURAL\756.png,NATURAL
dataset/train\NATURAL\757.png,NATURAL
dataset/train\NATURAL\758.jpg_0.png,NATURAL
dataset/train\NATURAL\758.png,NATURAL
dataset/train\NATURAL\760.jpg_0.png,NATURAL
dataset/train\NATURAL\760.png,NATURAL
dataset/train\NATURAL\762.png,NATURAL
dataset/train\NATURAL\763.png,NATURAL
dataset/train\NATURAL\764.png,NATURAL
dataset/train\NATURAL\765.png,NATURAL
dataset/train\NATURAL\767.png,NATURAL
dataset/train\NATURAL\768.png,NATURAL
dataset/train\NATURAL\769.png,NATURAL
dataset/train\NATURAL\771.png,NATURAL
dataset/train\NATURAL\772.png,NATURAL
dataset/train\NATURAL\773.jpg_0.png,NATURAL
dataset/train\NATURAL\773.png,NATURAL
dataset/train\NATURAL\774.png,NATURAL
dataset/train\NATURAL\775.jpg_0.png,NATURAL
dataset/train\NATURAL\775.png,NATURAL
dataset/train\NATURAL\776.png,NATURAL
dataset/train\NATURAL\777.png,NATURAL
dataset/train\NATURAL\778.jpg_0.png,NATURAL
dataset/train\NATURAL\778.png,NATURAL
dataset/train\NATURAL\779.png,NATURAL
dataset/train\NATURAL\780.jpg_0.png,NATURAL
dataset/train\NATURAL\780.png,NATURAL
dataset/train\NATURAL\781.jpg_0.png,NATURAL
dataset/train\NATURAL\782.jpg_0.png,NATURAL
dataset/train\NATURAL\782.png,NATURAL
dataset/train\NATURAL\783.png,NATURAL
dataset/train\NATURAL\784.png,NATURAL
dataset/train\NATURAL\785.png,NATURAL
dataset/train\NATURAL\786.jpg_0.png,NATURAL
dataset/train\NATURAL\786.png,NATURAL
dataset/train\NATURAL\787.jpg_0.png,NATURAL
dataset/train\NATURAL\787.png,NATURAL
dataset/train\NATURAL\788.jpg_0.png,NATURAL
dataset/train\NATURAL\788.png,NATURAL
dataset/train\NATURAL\789.png,NATURAL
dataset/train\NATURAL\790.png,NATURAL
dataset/train\NATURAL\791.jpg_0.png,NATURAL
dataset/train\NATURAL\791.png,NATURAL
dataset/train\NATURAL\792.jpg_0.png,NATURAL
dataset/train\NATURAL\792.png,NATURAL
dataset/train\NATURAL\793.jpg_0.png,NATURAL
dataset/train\NATURAL\793.png,NATURAL
dataset/train\NATURAL\794.png,NATURAL
dataset/train\NATURAL\795.png,NATURAL
dataset/train\NATURAL\796.png,NATURAL
dataset/train\NATURAL\797.png,NATURAL
dataset/train\NATURAL\799.png,NATURAL
dataset/train\NATURAL\800.png,NATURAL
dataset/train\NATURAL\801.png,NATURAL
dataset/train\NATURAL\802.png,NATURAL
dataset/train\NATURAL\804.png,NATURAL
dataset/train\NATURAL\805.png,NATURAL
dataset/train\NATURAL\806.png,NATURAL
dataset/train\NATURAL\807.png,NATURAL
dataset/train\NATURAL\808.png,NATURAL
dataset/train\NATURAL\810.png,NATURAL
dataset/train\NATURAL\811.png,NATURAL
dataset/train\NATURAL\812.png,NATURAL
dataset/train\NATURAL\813.png,NATURAL
dataset/train\NATURAL\814.png,NATURAL
dataset/train\NATURAL\815.png,NATURAL
dataset/train\NATURAL\816.png,NATURAL
dataset/train\NATURAL\817.png,NATURAL
dataset/train\NATURAL\818.png,NATURAL
dataset/train\NATURAL\819.png,NATURAL
dataset/train\NATURAL\820.png,NATURAL
dataset/train\NATURAL\821.png,NATURAL
dataset/train\NATURAL\822.png,NATURAL
dataset/train\NATURAL\824.png,NATURAL
dataset/train\NATURAL\827.png,NATURAL
dataset/train\NATURAL\828.jpg_0.png,NATURAL
dataset/train\NATURAL\828.png,NATURAL
dataset/train\NATURAL\829.jpg_0.png,NATURAL
dataset/train\NATURAL\829.png,NATURAL
dataset/train\NATURAL\831.png,NATURAL
dataset/train\NATURAL\832.png,NATURAL
dataset/train\NATURAL\833.jpg_0.png,NATURAL
dataset/train\NATURAL\833.png,NATURAL
dataset/train\NATURAL\834.png,NATURAL
dataset/train\NATURAL\835.png,NATURAL
dataset/train\NATURAL\838.png,NATURAL
dataset/train\NATURAL\840.png,NATURAL
dataset/train\NATURAL\841.png,NATURAL
dataset/train\NATURAL\842.png,NATURAL
dataset/train\NATURAL\843.png,NATURAL
dataset/train\NATURAL\844.png,NATURAL
dataset/train\NATURAL\845.png,NATURAL
dataset/train\NATURAL\846.png,NATURAL
dataset/train\NATURAL\849.png,NATURAL
dataset/train\NATURAL\850.png,NATURAL
dataset/train\NATURAL\851.jpg_0.png,NATURAL
dataset/train\NATURAL\851.png,NATURAL
dataset/train\NATURAL\852.jpg_0.png,NATURAL
dataset/train\NATURAL\852.png,NATURAL
dataset/train\NATURAL\853.jpg_0.png,NATURAL
dataset/train\NATURAL\853.png,NATURAL
dataset/train\NATURAL\854.jpg_0.png,NATURAL
dataset/train\NATURAL\854.png,NATURAL
dataset/train\NATURAL\855.png,NATURAL
dataset/train\NATURAL\856.png,NATURAL
dataset/train\NATURAL\857.png,NATURAL
dataset/train\NATURAL\858.png,NATURAL
dataset/train\NATURAL\860.png,NATURAL
dataset/train\NATURAL\861.png,NATURAL
dataset/train\NATURAL\862.png,NATURAL
dataset/train\NATURAL\863.png,NATURAL
dataset/train\NATURAL\865.png,NATURAL
dataset/train\NATURAL\867.jpg_0.png,NATURAL
dataset/train\NATURAL\868.jpg_0.png,NATURAL
dataset/train\NATURAL\868.png,NATURAL
dataset/train\NATURAL\869.png,NATURAL
dataset/train\NATURAL\870.png,NATURAL
dataset/train\NATURAL\871.png,NATURAL
dataset/train\NATURAL\872.png,NATURAL
dataset/train\NATURAL\873.png,NATURAL
dataset/train\NATURAL\874.png,NATURAL
dataset/train\NATURAL\875.png,NATURAL
dataset/train\NATURAL\876.png,NATURAL
dataset/train\NATURAL\877.png,NATURAL
dataset/train\NATURAL\878.png,NATURAL
dataset/train\NATURAL\879.png,NATURAL
dataset/train\NATURAL\880.png,NATURAL
dataset/train\NATURAL\881.png,NATURAL
dataset/train\NATURAL\882.png,NATURAL
dataset/train\NATURAL\883.png,NATURAL
dataset/train\NATURAL\884.jpg_0.png,NATURAL
dataset/train\NATURAL\884.png,NATURAL
dataset/train\NATURAL\885.png,NATURAL
dataset/train\NATURAL\886.png,NATURAL
dataset/train\NATURAL\887.png,NATURAL
dataset/train\NATURAL\888.png,NATURAL
dataset/train\NATURAL\889.png,NATURAL
dataset/train\NATURAL\890.png,NATURAL
dataset/train\NATURAL\891.png,NATURAL
dataset/train\NATURAL\892.png,NATURAL
dataset/train\NATURAL\893.png,NATURAL
dataset/train\NATURAL\894.png,NATURAL
dataset/train\NATURAL\895.png,NATURAL
dataset/train\NATURAL\896.png,NATURAL
dataset/train\NATURAL\897.jpg_0.png,NATURAL
dataset/train\NATURAL\897.png,NATURAL
dataset/train\NATURAL\898.png,NATURAL
dataset/train\NATURAL\899.jpg_0.png,NATURAL
dataset/train\NATURAL\899.png,NATURAL
dataset/train\NATURAL\900.png,NATURAL
dataset/train\NATURAL\901.png,NATURAL
dataset/train\NATURAL\902.png,NATURAL
dataset/train\NATURAL\903.png,NATURAL
dataset/train\NATURAL\904.png,NATURAL
dataset/train\NATURAL\906.png,NATURAL
dataset/train\NATURAL\907.png,NATURAL
dataset/train\NATURAL\908.png,NATURAL
dataset/train\NATURAL\909.png,NATURAL
dataset/train\NATURAL\910.png,NATURAL
dataset/train\NATURAL\911.jpg_0.png,NATURAL
dataset/train\NATURAL\911.png,NATURAL
dataset/train\NATURAL\912.png,NATURAL
dataset/train\NATURAL\914.jpg_0.png,NATURAL
dataset/train\NATURAL\914.png,NATURAL
dataset/train\NATURAL\915.png,NATURAL
dataset/train\NATURAL\916.png,NATURAL
dataset/train\NATURAL\917.png,NATURAL
dataset/train\NATURAL\918.jpg_0.png,NATURAL
dataset/train\NATURAL\918.png,NATURAL
